 од	¬озраст	—реднемес€чный расход	—редн€€ продолжительность разговоров	«вонков днем за мес€ц	«вонков вечером за мес€ц	«вонков ночью за мес€ц	«вонки в другие города	«вонки в другие страны	ƒол€ звонков на стационарные телефоны	 оличество SMS за мес€ц
3723	42	333.76	3.2	62	61	0	27	0	21	16
3724	30	600.55	3.4	135	154	69	9	0	11	136
3725	52	321.62	2.7	80	75	0	30	0	25	1
3726	42	632.41	6.8	69	49	0	0	1	10	9
3728	53	14.4	1.6	6	4	0	0	0	0	0
3729	54	410.74	5.2	45	60	0	0	2	11	2
3730	46	458.64	2.4	101	131	0	7	0	12	2
3731	21	101.28	3	32	10	22	0	0	3	27
3732	58	441.5	2.9	56	159	2	0	0	1	5
3733	36	1197.38	8.6	112	116	54	4	0	8	111
3734	47	12.96	1.2	6	6	0	0	0	0	0
3735	49	227.82	2.3	66	61	3	0	0	18	1
3736	26	155.75	2.5	51	17	0	31	0	16	5
3737	48	174.9	1.9	65	39	3	0	0	2	3
3738	51	376.08	3.6	111	8	0	0	0	15	5
3739	45	380.1	3	30	138	2	0	3	0	4
3740	21	220.72	3	43	70	5	4	0	6	43
3741	60	292.51	2.8	44	101	2	7	1	26	5
3742	33	310.54	3.9	36	74	2	0	1	17	7
3743	52	331.75	3.1	33	121	2	0	0	2	5
3744	26	574.57	5.5	56	85	0	5	0	10	18
3745	56	424.24	3	55	142	4	0	0	8	4
3746	24	2325.14	17	110	125	31	4	0	12	30
3747	19	22.4	0.8	23	12	10	0	0	3	35
3748	39	16.2	1.8	4	6	0	0	0	0	0
3749	47	261.62	3.7	46	46	0	0	0	17	4
3750	38	217.85	1.5	50	157	0	12	0	19	46
3751	31	3479.91	14.6	247	86	15	8	0	28	0
3752	59	261.87	2.9	58	46	2	1	0	3	0
3753	21	36.69	0.6	31	63	4	0	0	3	63
3754	46	22.23	1.9	2	11	0	0	0	0	0
3755	53	468.39	5.7	69	32	0	0	1	11	4
3756	51	88.67	1.2	49	47	0	3	0	13	4
3757	41	19	1.6	12	2	1	0	0	0	0
3758	29	1392.3	10	100	133	44	7	2	9	29
3759	46	373.06	3.3	33	115	1	1	0	26	5
3760	54	301.43	2.6	53	106	4	0	1	19	5
3761	53	626.81	6	48	97	0	0	3	16	4
3762	28	200.91	1.9	46	101	0	0	2	19	24
3763	23	127.4	1.6	47	74	8	0	0	0	28
3764	66	31.68	2.2	5	7	0	0	0	3	3
3765	44	275.62	2.1	69	90	1	0	0	27	18
3766	20	192.01	2.6	31	71	7	0	0	3	79
3767	36	5.73	1.4	2	3	0	0	0	0	0
3768	44	630.63	6.6	42	88	6	0	0	23	17
3769	48	121.92	1.1	65	83	0	29	0	6	5
3770	24	173.07	2.2	40	80	7	0	0	1	15
3771	58	105	1.2	33	79	0	4	0	26	3
3772	58	502.25	5	48	75	1	7	0	25	4
3773	28	489.5	4.7	80	48	5	0	0	12	30
3774	59	113.68	1.6	33	55	1	0	0	7	0
3775	26	228.43	2.2	68	67	0	42	1	2	36
3776	41	14.41	1.1	5	11	0	0	0	0	0
3777	42	9.75	1.7	4	3	0	0	0	0	0
3778	42	464.05	4.7	53	81	0	5	0	23	40
3779	45	496.51	4.1	68	77	0	0	0	6	3
3780	52	114.24	1.6	40	45	0	38	0	10	3
3781	34	698.92	5.2	37	159	0	0	0	3	26
3782	38	140.46	1.5	42	88	0	36	0	20	14
3783	49	531.86	5.8	31	88	0	3	0	15	4
3784	42	2759.4	9	362	68	16	29	0	23	9
3785	32	136.89	1.4	38	100	1	5	0	22	35
3786	53	7.2	1	4	4	0	0	0	0	0
3787	56	850.39	8.9	37	96	4	0	0	28	4
3788	24	135.68	6	29	5	3	0	0	4	116
3789	33	2249.25	6	470	109	19	30	11	28	12
3790	33	235.05	3	46	57	2	0	0	26	22
3791	25	770.64	4.6	94	130	2	36	0	8	24
3792	47	849.12	8.6	68	59	0	7	0	28	2
3793	30	2042.54	10.6	218	67	35	5	5	28	5
3794	42	366.34	2.7	56	132	4	28	0	25	44
3795	31	427.62	4.9	67	42	0	33	0	1	52
3796	36	725.2	5.8	93	117	38	40	0	6	99
3797	48	554.83	6.5	55	57	0	0	0	4	5
3798	28	324.11	2.4	58	130	0	0	0	11	41
3799	30	453.6	4.5	47	74	8	26	0	15	21
3800	32	815.83	6.2	95	101	90	5	0	13	95
3801	58	300.3	2	61	127	3	2	0	14	0
3802	57	477.56	5.1	58	64	2	3	0	18	5
3803	64	20.28	1.3	4	9	0	0	0	11	3
3804	40	314.16	3.3	57	56	0	0	0	14	24
3805	20	87.15	1.5	12	67	8	3	0	0	38
3806	41	2690.69	13.2	234	86	0	34	0	48	11
3807	54	20.97	1.6	8	8	0	0	0	0	0
3808	50	173.65	2.9	31	49	2	3	0	14	3
3809	52	7.37	1	6	3	0	0	0	0	0
3810	36	119.12	1.7	55	32	0	13	0	23	38
3811	50	980.98	9.1	40	97	0	0	0	4	4
3812	68	46.92	2.3	4	13	0	0	0	4	3
3813	56	116.19	1.2	100	11	0	1	0	1	5
3815	55	956.34	6.9	71	98	0	1	0	12	4
3816	48	159.86	2.1	65	27	1	0	1	5	2
3817	47	22.68	1.8	6	8	0	0	0	0	0
3819	51	135.9	1.7	56	44	5	4	0	20	5
3820	42	556.48	5.2	60	83	0	0	0	15	52
3821	37	337.86	3.9	33	88	2	0	1	9	56
3822	20	40.77	0.8	2	78	0	0	1	9	111
3823	70	16.8	1	5	9	0	0	0	0	2
3824	63	10.92	1.3	4	3	0	0	0	4	3
3825	47	3543.54	13.2	274	92	35	27	0	21	9
3826	40	191.86	2.4	49	55	3	0	0	0	35
3827	57	89.43	1.2	47	49	4	2	0	1	2
3828	52	609.84	7.2	31	78	0	0	1	14	5
3829	66	30	1	20	5	0	0	0	8	3
3830	55	476.09	3.7	72	100	0	0	3	10	3
3831	40	392.97	3.1	70	101	0	0	0	11	22
3832	56	552.47	5.9	59	64	0	28	0	30	3
3833	21	205.43	2.5	16	113	0	0	0	4	39
3834	57	329.97	3.7	53	64	4	0	0	3	0
3835	53	787.78	6.8	45	100	3	25	0	1	1
3836	30	145.14	2.1	46	42	3	30	0	30	32
3837	50	260.28	1.8	65	135	2	14	0	14	2
3838	54	1328.14	9.1	114	48	1	2	0	1	2
3839	42	734.08	6.7	58	91	0	6	0	28	33
3840	39	336.98	2.9	64	76	0	0	0	22	57
3841	45	408.1	4.4	32	86	3	0	1	0	2
3842	40	18.84	1	10	12	2	0	0	0	0
3843	34	244.67	2.3	63	75	6	5	0	0	33
3844	19	442.33	5.6	40	68	32	0	0	0	24
3845	26	154.56	1.6	67	44	0	0	0	15	25
3846	26	792.81	9.8	63	35	6	0	0	1	6
3847	20	127.46	2.9	29	35	10	0	0	5	40
3848	32	240.79	3	37	74	0	15	0	8	38
3849	21	66.15	1.4	32	32	7	2	0	4	21
3850	53	606.42	4	111	82	0	1	1	8	5
3851	34	313.85	2.6	64	96	7	0	2	10	9
3852	41	7.56	1.2	4	3	0	0	0	0	0
3853	59	517.12	4.1	84	79	0	3	0	24	4
3854	50	316.82	3.1	62	57	4	0	0	21	5
3855	63	15.84	1.2	8	3	0	0	0	2	1
3856	34	575.64	3.6	99	155	25	5	1	3	103
3857	70	17.28	1.6	7	2	0	0	0	12	0
3858	23	14.78	0.2	46	66	8	0	0	6	31
3859	33	794.98	6.4	75	132	41	24	0	2	74
3860	46	784.27	7.6	52	89	0	1	0	9	5
3861	38	294.29	3	56	75	0	7	0	16	12
3862	20	90.44	1.9	47	7	28	0	0	3	35
3863	38	495.04	5.2	43	74	2	22	0	18	60
3864	45	546.21	3.4	58	147	3	3	0	15	5
3865	20	30.58	3.2	10	3	4	0	0	0	38
3866	50	297.73	4.1	50	44	0	1	1	7	2
3867	26	346.92	2.8	50	106	0	0	0	12	5
3869	50	161.29	2.4	40	48	3	5	0	30	0
3870	49	486.64	4.4	67	64	0	0	0	8	4
3871	52	476.14	3.8	40	122	0	2	0	28	5
3872	58	357	3.4	41	92	0	45	1	12	4
3873	56	554.03	4.9	57	97	1	0	0	20	4
3874	51	13.1	1	10	6	0	0	0	0	0
3875	56	301.91	3.8	50	42	3	2	0	1	3
3876	20	426.3	3.5	57	116	2	0	0	3	58
3877	41	334.81	3.6	33	99	0	0	0	1	11
3878	21	28.35	1	31	3	21	0	0	0	22
3879	27	2466.46	8	409	75	0	5	9	11	11
3880	56	270.09	4	44	44	0	23	0	12	5
3881	44	332.9	3.9	51	62	0	45	0	5	41
3882	49	20.72	2.3	3	8	0	0	0	0	0
3883	52	154.79	2.7	54	14	0	3	2	19	0
3884	60	499.41	8	50	28	0	6	0	7	4
3885	30	4650.52	13.6	375	102	23	33	5	50	0
3886	48	15.32	1.1	10	7	0	0	0	0	0
3887	50	13.51	1.1	5	10	0	0	0	0	0
3888	60	406.66	4.8	43	73	0	0	0	24	3
3889	31	71.61	1.1	43	33	0	3	0	6	31
3890	53	64.21	1.2	33	35	4	4	0	9	4
3891	44	112.37	1.4	67	32	0	0	0	3	51
3892	52	17.2	3	3	4	0	0	0	0	0
3893	44	328.18	4.6	45	49	0	9	0	10	2
3894	60	325.83	3.1	46	100	0	3	0	3	2
3895	19	215.25	2.5	36	79	16	2	0	11	50
3896	34	189.95	1.4	49	142	4	9	1	20	69
3897	29	852.05	6.4	47	143	0	31	0	7	43
3898	45	336.02	2.5	48	143	2	29	0	26	5
3899	54	35.38	2.7	5	10	2	0	0	0	0
3900	33	1059.24	10	114	65	30	5	0	0	121
3901	34	135.1	2	53	21	3	5	0	1	30
3902	68	1720.28	8.4	207	101	27	30	0	30	0
3903	63	16.8	1	10	4	0	0	0	7	3
3904	21	177.45	3	19	62	7	0	0	3	56
3905	19	40.42	0.7	2	67	27	0	0	1	32
3906	19	189.51	2.5	48	67	8	0	0	2	12
3907	60	176.51	1.7	44	100	2	0	3	21	4
3908	30	655.2	4.2	104	126	60	24	0	11	81
3909	19	14.01	0.4	51	4	0	0	0	1	71
3910	44	577.22	6.2	61	43	8	33	0	26	29
3911	33	1237.29	8.6	84	127	105	7	0	13	113
3912	35	152.5	1.4	64	80	2	31	0	3	16
3913	54	373.24	4.3	29	83	0	17	0	1	5
3914	51	281.65	3.7	45	55	3	2	0	8	2
3915	26	698.85	6.9	48	92	0	33	0	20	14
3916	26	245.04	2.4	94	66	54	5	0	0	94
3917	46	200.02	4	49	8	3	12	0	10	5
3918	53	441.82	5.1	44	74	0	0	0	4	2
3919	35	54.6	1.2	29	24	0	34	1	22	3
3920	39	5.94	1.1	2	4	0	0	0	0	0
3921	26	321.16	3.1	67	53	0	28	0	4	57
3922	39	780.33	9.8	58	44	0	17	3	18	69
3923	65	14.04	1.3	3	6	0	0	0	9	0
3924	47	246.84	2.5	40	99	0	0	0	3	4
3925	48	201.77	3.5	31	46	1	12	1	14	1
3926	56	875.87	5.5	48	159	1	3	0	17	4
3927	60	569.52	4.8	66	74	5	1	0	13	4
3928	23	252	4.3	37	55	0	0	0	3	18
3929	40	476.28	3.6	53	114	0	41	0	8	14
3930	28	380.1	7.8	31	32	3	1	0	23	41
3931	69	4252.1	12.8	362	144	31	10	0	17	5
3932	63	15.96	1.9	4	3	0	0	0	2	0
3933	19	552.47	5.9	44	103	0	0	0	5	56
3934	29	638.58	5.8	65	95	47	6	0	10	74
3935	48	399.84	3.4	62	79	2	7	0	1	5
3937	31	1070.16	8.4	40	144	0	1	0	11	52
3938	20	38.98	5.1	9	3	0	0	1	0	119
3939	25	327.1	2.6	111	40	1	0	0	0	25
3940	48	617.83	5.3	69	86	0	0	1	0	4
3941	60	141.8	1.4	48	91	0	0	0	2	5
3942	68	31.68	3.3	5	3	0	0	0	2	2
3943	61	3253.48	15	247	84	19	27	5	15	9
3944	59	343.98	2.5	43	156	0	18	2	12	3
3945	46	892.28	6.5	59	129	7	0	0	1	3
3946	50	277.35	2.8	32	110	1	31	0	4	3
3947	34	303.03	2.6	39	110	3	25	0	10	42
3948	53	395.32	5.8	41	49	0	18	0	12	4
3949	69	68.64	2.2	23	3	0	0	0	1	3
3950	35	527.63	3.3	70	153	0	0	2	1	50
3951	47	131.04	1.6	53	41	4	0	0	17	2
3952	30	468.72	3.1	54	139	2	4	0	22	33
3953	35	344.08	3.9	70	39	3	0	0	8	17
3954	54	834.96	8.4	50	69	4	42	0	11	5
3955	47	203.84	2.8	53	28	2	0	0	11	1
3956	42	9.34	1.2	4	5	1	0	0	0	0
3957	40	606.36	5.7	51	95	0	7	0	15	14
3958	55	1328.46	9.7	93	84	0	40	0	7	0
3959	29	400.33	2.4	147	139	39	13	0	14	73
3960	19	20.73	0.3	39	68	3	0	0	4	14
3961	51	176.58	1.8	55	76	0	3	0	4	2
3962	42	5142.76	14.8	431	107	15	7	0	22	6
3963	60	345.94	2.8	45	111	5	23	2	18	0
3964	27	238.87	2.5	53	61	3	0	0	30	64
3965	42	818.67	6.8	76	80	4	1	0	19	33
3966	47	293.15	2.6	68	80	2	18	0	10	4
3967	70	12	2.5	3	1	0	0	0	2	2
3968	48	93.26	1.2	35	73	0	30	0	11	3
3969	46	304.5	2.9	45	87	0	10	0	17	0
3970	52	227.03	2.7	48	65	0	4	0	19	5
3971	38	485.1	3.5	33	152	0	0	0	27	18
3972	46	2779.74	8.4	390	125	9	78	0	52	0
3973	51	17.82	1.8	4	7	0	0	0	0	0
3974	20	499.34	7.8	25	72	7	0	0	12	18
3975	25	739.56	5.4	85	95	0	0	0	24	22
3976	27	509.36	6.3	36	63	3	0	0	11	3
3977	66	44.16	2.3	8	8	0	0	0	2	1
3978	38	339.29	3.7	90	4	0	39	2	22	14
3979	53	369.95	3.5	46	86	0	5	1	6	2
3980	21	73.96	5.4	13	6	5	2	0	1	110
3981	36	327.93	5.2	65	7	2	40	0	12	27
3982	40	590.82	5.3	63	85	2	30	0	22	33
3983	24	283.5	4.3	32	68	7	3	0	5	28
3984	54	119.07	1.4	53	46	1	24	1	0	5
3985	47	202.65	1.5	62	106	0	3	0	19	3
3986	43	93.99	1.3	39	57	3	0	0	10	36
3987	58	311.15	3.5	58	46	0	10	2	8	4
3988	50	19.49	1.7	8	6	0	0	0	0	0
3989	53	240.47	2.5	40	94	0	6	0	1	5
3990	54	215.31	2.6	70	32	0	31	0	8	2
3991	35	330.05	2.3	70	106	0	0	0	11	23
3992	19	27.58	0.4	16	78	9	0	0	1	31
3993	44	407.62	5.4	36	66	3	0	0	20	28
3994	50	286.08	1.8	75	143	3	10	1	1	5
3995	39	208.68	2.6	67	31	0	0	0	7	30
3996	21	82.36	1.3	32	55	7	0	0	1	16
3997	43	435.12	4.8	31	84	3	3	0	5	30
3998	42	669.1	5.2	108	48	4	0	1	12	13
3999	47	383	3.7	103	17	1	36	0	10	0
4000	57	200.4	2.2	50	73	0	21	0	1	1
4001	38	522.05	3.7	52	147	3	5	0	13	17
4002	19	614.48	5.9	45	116	5	0	0	2	68
4003	33	439.37	8.9	34	26	7	24	2	9	49
4004	48	11.79	1.6	3	6	0	0	0	0	0
4005	45	1138.96	8	64	132	3	1	0	2	3
4006	36	440.29	5.4	62	41	0	0	0	14	35
4008	31	230.08	2.1	67	78	0	0	0	14	24
4009	57	554.4	3.6	46	154	2	0	0	18	2
4010	38	198.43	1.4	60	136	3	3	0	4	37
4011	43	220.5	3.5	36	38	2	4	1	24	24
4012	42	580.94	8	66	18	6	42	0	21	16
4013	64	47.52	1.8	18	4	0	0	0	1	1
4014	44	539.28	3.4	109	96	0	25	0	9	22
4015	36	358.38	2.9	66	100	2	1	0	22	65
4016	24	1360.38	8.2	149	106	43	3	0	4	69
4017	19	137.59	2.7	9	69	4	0	0	13	29
4018	42	901.53	8.1	62	71	2	0	0	4	24
4019	52	400.67	3.4	47	118	2	28	0	10	3
4020	34	304.8	3.3	55	68	0	33	1	21	41
4021	20	455	5.2	58	63	8	0	0	6	72
4022	30	805.9	8	100	64	41	4	2	3	55
4023	39	167.79	1.7	58	58	2	32	0	12	51
4025	26	184.8	1.5	55	98	2	0	0	4	36
4026	36	945.45	7.2	85	140	31	24	0	3	102
4027	52	294.1	2.7	51	99	0	1	2	22	5
4028	32	438.38	6.2	48	43	0	0	0	6	20
4029	41	26.73	2.7	2	9	0	0	0	0	0
4030	28	1549.18	8	221	73	20	36	0	15	9
4031	31	601.97	6.3	36	100	0	6	0	9	28
4032	57	533.17	5.4	59	72	0	0	1	23	4
4033	42	8.11	1.1	6	3	0	0	0	0	0
4034	60	400.55	3.2	53	120	5	0	0	28	0
4035	46	506.54	5.6	39	86	2	2	2	1	4
4036	54	10.8	1	7	5	0	0	0	0	0
4037	47	328.69	2.4	95	79	4	0	0	30	5
4038	59	180.4	1.6	70	79	0	0	1	17	2
4039	50	419.91	3.2	52	130	6	15	0	13	4
4040	38	513.24	4.7	70	56	2	32	0	10	38
4041	40	71.85	1.2	36	43	0	4	0	0	17
4042	35	667.58	8	66	38	0	0	0	0	14
4043	49	236.52	4.7	42	20	0	0	0	12	5
4044	23	2606.6	13.2	211	95	8	32	0	55	0
4045	27	1425.06	10	93	125	86	22	2	15	116
4046	19	99.63	2.3	60	4	8	0	0	1	27
4048	28	559.8	5.2	56	88	4	40	0	4	25
4049	45	101.92	1.6	57	19	2	0	0	2	2
4050	26	848.82	8.6	65	50	0	3	0	5	36
4051	54	600.31	6.2	62	64	0	33	0	24	2
4052	46	397.49	3.9	52	87	0	27	1	5	2
4053	43	15.72	1.2	11	5	0	0	0	0	0
4054	59	213.27	2.7	53	50	0	0	0	20	4
4055	52	450.45	3.3	62	107	2	0	1	12	4
4057	64	60.48	2.8	6	12	0	0	0	4	2
4058	32	1332.35	9.8	102	123	48	10	2	1	108
4060	36	151.61	2	47	53	0	45	0	11	14
4061	66	2842.42	7.4	496	98	18	65	0	35	11
4062	21	96.7	2.2	3	66	0	3	0	3	93
4064	48	75.36	1.4	52	9	5	6	1	26	2
4065	38	232.95	2.3	67	65	0	44	1	4	53
4066	44	440.96	3.9	45	113	1	0	0	23	35
4067	20	15.03	0.4	16	43	0	0	0	12	26
4068	39	17.64	1.4	2	11	2	0	0	0	0
4069	21	183.17	2.7	38	52	33	0	0	4	35
4070	49	688.95	9.7	37	57	5	0	0	20	5
4071	34	18.92	1.1	9	12	0	0	0	0	0
4072	66	38.4	3.2	5	5	0	0	0	12	2
4073	49	131.48	1.6	60	45	0	4	0	12	0
4074	53	3329.76	9.6	383	107	11	9	0	26	10
4075	33	592.57	6.1	57	72	1	30	0	23	25
4076	53	756.76	8	68	51	3	11	2	6	5
4077	43	117.72	1.4	84	10	8	0	0	13	4
4078	23	111.51	2.7	50	8	2	0	0	0	60
4079	33	798.25	6.8	106	86	46	4	2	6	115
4080	47	244	4.7	33	32	7	13	0	4	3
4081	32	530.88	7.9	50	26	0	23	0	25	42
4082	68	32.64	1.7	15	1	0	0	0	2	1
4083	50	284.2	3.5	67	21	0	0	0	13	2
4084	31	370.03	3.7	83	39	2	0	0	26	30
4085	50	271.95	3.7	40	48	0	10	0	7	0
4087	27	120.52	1.1	63	83	0	6	0	6	21
4088	64	77.52	3.4	14	5	0	0	0	2	2
4089	45	1084.11	9.3	89	58	0	0	1	10	5
4090	50	2044.14	6.2	310	147	28	6	0	12	13
4092	41	989.62	7.5	36	135	5	0	0	14	28
4093	57	3411.24	12.4	244	149	0	61	0	41	14
4094	30	755.35	4.9	88	118	0	0	0	0	53
4095	26	266.01	2.4	57	127	38	12	0	10	85
4096	58	289.83	2.5	90	55	0	0	0	28	0
4097	38	214.03	2.1	71	60	0	0	0	8	15
4098	26	1394.78	9.2	58	157	0	0	0	26	14
4099	58	616.28	6.2	55	64	0	0	0	9	2
4100	26	758.28	9.3	42	69	0	17	0	10	14
4101	19	36.96	1.6	18	4	22	0	1	6	27
4102	46	656.11	5	53	132	0	0	0	10	3
4103	39	625.85	7.5	43	71	0	7	0	7	23
4104	30	1128.58	7.8	108	135	44	4	2	0	96
4105	43	281.4	2.4	92	36	3	0	0	2	12
4106	27	326.78	3.8	48	67	0	29	3	1	29
4107	38	242.06	1.9	110	45	0	26	0	0	10
4108	51	367.5	2.1	76	143	0	4	0	12	4
4109	29	617.13	5.6	56	94	0	22	0	0	16
4110	21	35.87	0.5	21	77	9	0	0	15	12
4111	64	3213.54	9.6	440	82	7	5	7	14	0
4112	57	505.91	4.4	67	83	5	0	3	18	3
4113	47	194.04	2.1	58	46	8	26	0	7	5
4114	43	300.98	4.5	48	37	0	0	0	15	21
4115	54	701.02	6.2	70	79	1	33	0	12	1
4116	47	1046.72	7.9	104	62	0	32	0	26	4
4117	43	793.83	6.7	41	126	4	0	1	4	9
4118	41	232.76	2.9	48	59	0	0	0	13	41
4119	19	32.1	0.4	50	66	20	0	1	5	20
4120	47	73.92	1.1	40	47	3	1	0	11	4
4121	29	163.07	1.6	75	55	0	5	0	22	14
4122	34	150.36	1.2	67	83	2	38	2	28	51
4123	31	1047.77	7.6	102	137	27	2	0	0	76
4124	58	982.51	6.4	107	90	0	39	0	2	0
4125	32	1947.05	6.2	394	81	36	41	9	50	10
4126	52	550.75	6.6	45	66	2	0	0	20	5
4127	25	281.68	3.3	40	78	0	4	0	6	2
4128	57	3844.89	10.2	446	78	29	50	0	58	9
4129	43	14.74	1.5	2	10	0	0	0	0	0
4130	44	282.06	2.7	47	98	0	5	1	23	13
4131	46	4405.49	14	388	103	6	21	4	17	4
4132	46	330.22	2.7	77	83	2	0	0	1	4
4133	37	949.38	7.2	33	159	2	0	0	3	12
4134	26	416.15	4.1	43	84	0	1	0	5	23
4135	50	3361.05	9	420	95	37	5	0	27	9
4136	60	651.65	6.6	65	64	0	0	0	3	2
4137	56	510.3	4.5	50	90	4	36	1	13	5
4138	39	181.93	1.7	65	76	0	0	1	12	56
4139	28	1434.23	13.2	99	86	28	14	0	10	90
4140	37	4203.44	10.8	496	115	0	28	5	40	15
4141	54	160.72	2.8	53	6	2	0	0	8	0
4142	20	79.38	1.2	42	49	7	0	0	4	112
4143	31	1141.14	8.8	86	101	101	3	0	15	84
4144	45	684.23	6.3	61	83	3	0	0	8	1
4145	30	329.65	2.3	58	141	4	0	0	1	29
4146	68	31.32	2.9	1	8	0	0	0	8	2
4147	58	932.57	6.1	102	96	0	22	0	17	4
4148	40	236.77	2.1	96	41	2	0	0	3	29
4149	34	871.42	7	80	129	38	38	0	8	60
4150	27	250.63	2.1	47	102	5	31	0	16	30
4151	60	774.59	6.4	72	88	0	0	0	0	2
4152	58	230.47	2.7	69	37	0	0	0	30	5
4153	41	8.6	1.5	3	4	0	0	0	0	0
4154	55	432.14	3.2	55	132	4	0	0	0	5
4155	36	580.43	6.7	69	39	0	5	0	30	41
4156	58	218.68	2.2	58	57	6	0	1	24	5
4157	53	148.96	1.4	64	62	0	7	0	1	3
4158	63	63	3.5	11	4	0	0	0	14	3
4159	59	633.5	6.5	73	50	0	3	0	19	1
4160	34	532.53	5.5	61	66	0	2	0	12	54
4161	38	383.63	3.3	104	36	1	1	0	21	23
4162	23	59.62	0.8	40	68	18	3	0	0	45
4163	19	7.99	0.1	50	71	9	0	0	6	31
4164	31	294.29	3.5	44	70	0	27	0	29	39
4165	32	689.93	5.4	70	138	52	12	0	7	165
4166	47	597	7.1	65	41	0	26	0	0	0
4167	58	354.76	2.8	96	46	0	5	0	8	1
4168	20	11.27	0.2	11	73	9	0	0	11	29
4169	20	50.64	0.6	59	70	7	0	0	5	40
4170	42	527.69	3.8	111	62	0	0	0	28	19
4171	40	745.92	7.2	45	83	2	7	0	24	27
4172	56	412.39	3.9	62	78	0	6	0	21	5
4173	20	161.28	2.4	47	49	0	0	0	11	15
4174	37	2160.9	12.6	153	92	0	26	0	37	8
4175	47	22.11	1.8	8	6	2	0	0	0	0
4176	44	108.93	1.5	37	62	0	4	0	9	8
4177	46	282.17	2.9	70	40	0	0	0	5	3
4178	36	1031.99	8.2	108	109	27	12	0	11	81
4179	56	189.63	2.1	49	58	4	45	0	10	5
4180	43	217.38	2.1	34	111	7	29	1	21	48
4181	29	963.23	7.3	65	96	3	0	0	7	9
4182	53	111.79	1.3	67	39	2	0	0	20	1
4183	45	4073.87	13.2	341	138	11	10	10	28	12
4184	50	832.69	8.6	41	94	0	0	0	2	0
4185	56	517.94	4.7	61	87	0	0	0	5	1
4186	47	1050.56	6.7	58	142	2	2	0	25	1
4187	30	137.59	1.5	62	56	0	43	3	0	17
4188	23	25.8	0.3	53	80	4	0	0	5	66
4189	35	830.3	7.4	113	82	21	6	0	10	71
4190	49	960.75	6.1	92	95	0	22	0	0	3
4191	29	1143.54	8.8	104	114	40	2	0	0	21
4192	24	9.94	0.2	2	76	0	0	0	5	72
4193	54	389.84	7.2	53	8	4	24	0	10	4
4194	19	725.76	7.2	37	107	0	0	0	5	72
4195	40	403.22	3	105	63	0	0	0	15	1
4196	25	621.78	8.6	44	50	3	0	0	5	38
4197	66	14.4	1.2	9	1	0	0	0	7	1
4198	52	280.41	3.1	32	97	0	0	0	1	2
4199	58	311.49	3	53	88	0	0	2	23	2
4200	30	1145.73	8.6	91	138	30	44	2	1	23
4201	21	123.97	2.3	11	61	10	0	0	15	85
4202	30	219.45	1.9	51	93	0	0	0	0	30
4203	32	229.96	3.8	36	45	0	2	2	12	36
4204	29	549.48	3.8	120	88	66	8	0	2	179
4205	35	597.12	4.3	111	62	0	30	0	15	1
4206	42	140.42	1.7	30	76	0	31	0	12	61
4207	45	12.78	1.2	9	4	0	0	0	0	0
4208	51	264.61	3.1	31	89	2	0	0	21	4
4209	52	452.52	3.2	71	122	0	1	0	2	3
4210	31	412.65	3	40	139	3	31	0	11	2
4211	45	101.79	1.7	33	47	0	0	0	10	3
4212	40	192.08	1.4	69	99	0	33	2	24	45
4213	47	177.66	1.8	60	57	0	2	0	1	1
4214	60	2537.23	14.2	192	82	13	6	0	19	13
4215	21	19.43	0.3	29	55	17	0	0	7	54
4216	49	11.06	1.5	3	6	0	0	0	0	0
4217	69	66	2.5	21	1	0	0	0	3	3
4218	53	7.37	1	4	5	0	0	0	0	0
4219	45	295.68	2.2	80	80	0	0	0	3	5
4220	58	856.13	8.4	62	73	0	31	0	16	4
4221	36	247.63	2.5	59	72	1	6	0	12	28
4222	39	552.83	6.5	56	39	7	15	0	15	50
4223	53	480.2	3.5	43	134	2	0	2	20	3
4224	46	127.4	2.5	33	34	0	5	0	1	2
4225	35	961.17	7.9	31	147	0	4	0	13	4
4226	45	294.23	3.1	57	69	0	28	3	18	5
4227	45	6.96	1.7	3	2	0	0	0	0	0
4228	54	363.95	3.9	38	92	3	32	0	3	3
4229	29	155.62	1.4	67	80	1	0	1	0	46
4230	54	367.93	3.8	66	56	6	0	3	29	0
4231	28	364.75	2.8	70	105	3	4	1	1	40
4232	40	246.96	1.8	61	110	0	22	1	24	24
4233	53	1522.5	8.7	111	94	0	41	0	1	0
4234	39	181.67	3.1	30	50	0	29	1	23	6
4235	47	793.96	7.6	35	115	0	21	0	12	5
4236	25	3059.7	12.4	234	114	9	30	0	53	10
4237	45	951.81	6.2	89	116	0	0	1	4	2
4238	27	156.51	2.7	58	8	4	15	0	0	37
4239	45	425.39	5.3	58	45	0	10	1	27	3
4240	46	550.05	5.5	70	58	0	4	0	2	4
4241	50	166.88	1.6	51	77	0	0	2	6	4
4242	27	277.83	2.1	66	96	0	0	0	29	41
4243	57	873.6	5.2	101	98	0	20	0	12	5
4244	31	348.48	2.2	130	121	26	5	0	9	39
4246	24	200.2	2	20	110	26	0	0	14	76
4247	53	395.96	3.7	69	71	0	0	0	10	1
4248	43	136.06	1.2	64	88	0	21	2	4	66
4249	28	769.5	8	55	71	4	29	0	9	59
4250	68	11.4	1.9	1	4	0	0	0	0	3
4251	33	443.35	4.8	37	93	0	29	2	15	5
4252	30	140.14	1.3	42	95	0	4	0	10	44
